As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Jan 13, 2010","1,551.75",103.80,--,"109,000,000.00"
"Jan 12, 2010","1,555.24",104.07,--,"109,000,000.00"
"Jan 11, 2010","1,549.08",103.64,--,"109,000,000.00"
"Jan 08, 2010","1,548.39",103.60,--,"109,000,000.00"
"Jan 07, 2010","1,547.00",103.50,--,"109,000,000.00"
"Jan 06, 2010","1,547.80",103.58,--,"109,000,000.00"
"Jan 05, 2010","1,549.20",103.67,--,"109,000,000.00"
"Jan 04, 2010","1,542.40",103.20,--,"109,000,000.00"
"Dec 31, 2009","1,540.34",103.06,--,"109,000,000.00"
"Dec 30, 2009","1,542.97",103.26,--,"109,500,000.00"
"Dec 29, 2009","1,540.81",103.10,0.30,"109,500,000.00"
"Dec 28, 2009","1,538.61",103.24,--,"109,500,000.00"
"Dec 24, 2009","1,540.63",103.39,--,"109,500,000.00"
"Dec 23, 2009","1,544.60",103.66,--,"109,500,000.00"
"Dec 22, 2009","1,544.89",103.69,--,"109,500,000.00"
"Dec 21, 2009","1,548.36",103.94,--,"109,500,000.00"
"Dec 18, 2009","1,555.36",104.45,--,"109,500,000.00"
"Dec 17, 2009","1,558.51",104.64,--,"109,000,000.00"
"Dec 16, 2009","1,551.37",104.15,--,"109,000,000.00"
"Dec 15, 2009","1,550.23",104.07,--,"109,000,000.00"
"Dec 14, 2009","1,553.26",104.27,--,"109,000,000.00"
"Dec 11, 2009","1,553.51",104.29,--,"109,000,000.00"
"Dec 10, 2009","1,555.28",104.41,--,"109,000,000.00"
"Dec 09, 2009","1,557.93",104.58,--,"108,500,000.00"
"Dec 08, 2009","1,558.96",104.67,--,"107,500,000.00"
"Dec 07, 2009","1,555.12",104.40,--,"106,500,000.00"
"Dec 04, 2009","1,551.31",104.13,--,"106,500,000.00"
"Dec 03, 2009","1,556.45",104.49,--,"106,500,000.00"
"Dec 02, 2009","1,559.04",104.67,--,"106,500,000.00"
"Dec 01, 2009","1,561.29",104.82,0.35,"106,500,000.00"
"Nov 30, 2009","1,564.80",105.40,--,"106,500,000.00"
"Nov 27, 2009","1,563.74",105.29,--,"106,500,000.00"
"Nov 25, 2009","1,559.62",104.98,--,"106,500,000.00"
"Nov 24, 2009","1,558.40",105.05,--,"106,500,000.00"
"Nov 23, 2009","1,555.17",104.74,--,"106,500,000.00"
"Nov 20, 2009","1,554.41",104.68,--,"106,000,000.00"
"Nov 19, 2009","1,554.60",104.69,--,"106,000,000.00"
"Nov 18, 2009","1,553.52",104.62,--,"106,000,000.00"
"Nov 17, 2009","1,555.53",104.76,--,"106,000,000.00"
"Nov 16, 2009","1,555.54",104.77,--,"106,000,000.00"
"Nov 13, 2009","1,549.58",104.37,--,"105,700,000.00"
"Nov 12, 2009","1,547.68",104.20,--,"105,700,000.00"
"Nov 11, 2009",--,104.08,--,"105,700,000.00"
"Nov 10, 2009","1,544.57",104.07,--,"105,700,000.00"
"Nov 09, 2009","1,543.57",103.93,--,"105,700,000.00"
"Nov 06, 2009","1,542.16",103.83,--,"105,200,000.00"
"Nov 05, 2009","1,539.83",103.67,--,"105,200,000.00"
"Nov 04, 2009","1,537.54",103.51,--,"105,200,000.00"
"Nov 03, 2009","1,540.26",103.70,--,"104,200,000.00"
"Nov 02, 2009","1,543.40",103.91,0.32,"104,200,000.00"
"Oct 30, 2009","1,544.80",104.30,--,"104,200,000.00"
"Oct 29, 2009","1,538.03",103.86,--,"104,200,000.00"
"Oct 28, 2009","1,542.58",104.20,--,"103,700,000.00"
"Oct 27, 2009","1,539.25",104.00,--,"103,700,000.00"
"Oct 26, 2009","1,533.67",103.60,--,"103,700,000.00"
"Oct 23, 2009","1,536.93",103.81,--,"103,300,000.00"
"Oct 22, 2009","1,539.25",103.98,--,"102,900,000.00"
"Oct 21, 2009","1,538.69",103.96,--,"102,900,000.00"
"Oct 20, 2009","1,542.39",104.22,--,"102,900,000.00"
"Oct 19, 2009","1,538.39",103.95,--,"102,900,000.00"
"Oct 16, 2009","1,537.11",103.86,--,"102,400,000.00"
"Oct 15, 2009","1,534.56",103.69,--,"102,400,000.00"
"Oct 14, 2009","1,537.07",103.87,--,"102,400,000.00"
"Oct 13, 2009","1,541.72",104.20,--,"102,400,000.00"
"Oct 12, 2009",--,103.81,--,"102,400,000.00"
"Oct 09, 2009","1,535.72",103.78,--,"102,400,000.00"
"Oct 08, 2009","1,542.72",104.27,--,"102,400,000.00"
"Oct 07, 2009","1,546.22",104.51,--,"102,400,000.00"
"Oct 06, 2009","1,540.98",104.24,--,"101,900,000.00"
"Oct 05, 2009","1,541.84",104.19,--,"101,900,000.00"
"Oct 02, 2009","1,541.13",104.14,--,"101,900,000.00"
"Oct 01, 2009","1,542.95",104.27,0.34,"101,900,000.00"
"Sep 30, 2009","1,537.21",104.23,--,"101,900,000.00"
"Sep 29, 2009","1,537.82",104.26,--,"101,300,000.00"
"Sep 28, 2009","1,537.85",104.26,--,"101,300,000.00"
"Sep 25, 2009","1,535.91",104.13,--,"101,300,000.00"
"Sep 24, 2009","1,534.27",104.02,--,"101,300,000.00"
"Sep 23, 2009","1,532.21",103.87,--,"100,700,000.00"
"Sep 22, 2009","1,529.50",103.71,--,"100,700,000.00"
"Sep 21, 2009","1,527.24",103.55,--,"100,700,000.00"
"Sep 18, 2009","1,527.29",103.55,--,"100,700,000.00"
"Sep 17, 2009","1,531.36",103.84,--,"100,700,000.00"
"Sep 16, 2009","1,526.42",103.51,--,"100,700,000.00"
"Sep 15, 2009","1,526.32",103.48,--,"100,700,000.00"
"Sep 14, 2009","1,527.83",103.54,--,"100,700,000.00"
"Sep 11, 2009","1,530.24",103.71,--,"100,400,000.00"
"Sep 10, 2009","1,529.50",103.64,--,"100,400,000.00"
"Sep 09, 2009","1,521.57",103.10,--,"99,500,000.00"
"Sep 08, 2009","1,521.18",103.07,--,"99,500,000.00"
"Sep 04, 2009","1,520.68",103.03,--,"99,500,000.00"
"Sep 03, 2009","1,525.60",103.36,--,"99,500,000.00"
"Sep 02, 2009","1,527.30",103.55,--,"99,500,000.00"
"Sep 01, 2009","1,522.71",103.18,0.33,"99,500,000.00"
"Aug 31, 2009","1,521.23",103.42,--,"99,500,000.00"
"Aug 28, 2009","1,517.26",103.16,--,"99,100,000.00"
"Aug 27, 2009","1,515.59",103.03,--,"98,700,000.00"
"Aug 26, 2009","1,516.49",103.09,--,"98,700,000.00"
"Aug 25, 2009","1,515.52",103.02,--,"98,700,000.00"
"Aug 24, 2009","1,512.78",102.82,--,"98,700,000.00"
"Aug 21, 2009","1,507.92",102.51,--,"98,500,000.00"
"Aug 20, 2009","1,514.05",102.93,--,"98,100,000.00"
"Aug 19, 2009","1,511.65",102.74,--,"98,100,000.00"
"Aug 18, 2009","1,509.18",102.58,--,"98,100,000.00"
"Aug 17, 2009","1,512.08",102.82,--,"98,100,000.00"
"Aug 14, 2009","1,509.98",102.67,--,"98,100,000.00"
"Aug 13, 2009","1,507.52",102.45,--,"98,100,000.00"
"Aug 12, 2009","1,501.45",102.03,--,"98,100,000.00"
"Aug 11, 2009","1,502.06",102.07,--,"98,100,000.00"
"Aug 10, 2009","1,498.25",101.80,--,"98,100,000.00"
"Aug 07, 2009","1,491.62",101.35,--,"98,100,000.00"
"Aug 06, 2009","1,496.78",101.72,--,"98,100,000.00"
"Aug 05, 2009","1,494.98",101.57,--,"98,100,000.00"
"Aug 04, 2009","1,498.73",101.86,--,"98,100,000.00"
"Aug 03, 2009","1,499.96",101.97,0.33,"98,100,000.00"
"Jul 31, 2009","1,505.64",102.74,--,"98,100,000.00"
"Jul 30, 2009","1,496.06",102.04,--,"98,100,000.00"
"Jul 29, 2009","1,493.37",101.84,--,"98,100,000.00"
"Jul 28, 2009","1,492.41",101.86,--,"97,900,000.00"
"Jul 27, 2009","1,490.55",101.63,--,"97,900,000.00"
"Jul 24, 2009","1,491.72",101.73,--,"97,900,000.00"
"Jul 23, 2009","1,488.79",101.55,--,"97,900,000.00"
"Jul 22, 2009","1,496.52",102.12,--,"97,600,000.00"
"Jul 21, 2009","1,499.65",102.36,--,"97,600,000.00"
"Jul 20, 2009","1,492.43",101.85,--,"97,600,000.00"
"Jul 17, 2009","1,487.03",101.45,--,"96,900,000.00"
"Jul 16, 2009","1,489.85",101.63,--,"96,500,000.00"
"Jul 15, 2009","1,486.42",101.38,--,"96,700,000.00"
"Jul 14, 2009","1,493.62",101.89,--,"96,700,000.00"
"Jul 13, 2009","1,498.78",102.32,--,"96,700,000.00"
"Jul 10, 2009","1,499.16",102.39,--,"96,700,000.00"
"Jul 09, 2009","1,491.77",101.92,--,"96,700,000.00"
"Jul 08, 2009","1,497.37",102.32,--,"96,500,000.00"
"Jul 07, 2009","1,489.03",101.74,--,"96,500,000.00"
"Jul 06, 2009","1,486.72",101.57,--,"96,000,000.00"
"Jul 02, 2009","1,486.16",101.54,--,"96,000,000.00"
"Jul 01, 2009","1,482.30",101.28,0.34,"96,000,000.00"
"Jun 30, 2009","1,481.74",101.60,--,"96,000,000.00"
"Jun 29, 2009","1,482.19",101.64,--,"95,400,000.00"
"Jun 26, 2009","1,481.57",101.62,--,"95,400,000.00"
"Jun 25, 2009","1,479.82",101.47,--,"95,200,000.00"
"Jun 24, 2009","1,472.10",100.95,--,"95,200,000.00"
"Jun 23, 2009","1,473.91",101.08,--,"95,200,000.00"
"Jun 22, 2009","1,471.87",100.92,--,"95,200,000.00"
"Jun 19, 2009","1,465.97",100.50,--,"95,200,000.00"
"Jun 18, 2009","1,461.71",100.21,--,"95,200,000.00"
"Jun 17, 2009","1,472.82",101.02,--,"95,200,000.00"
"Jun 16, 2009","1,469.16",100.79,--,"95,200,000.00"
"Jun 15, 2009","1,465.99",100.55,--,"95,200,000.00"
"Jun 12, 2009","1,460.67",100.12,--,"95,200,000.00"
"Jun 11, 2009","1,455.62",99.76,--,"95,200,000.00"
"Jun 10, 2009","1,451.19",99.46,--,"95,200,000.00"
"Jun 09, 2009","1,454.78",99.72,--,"95,400,000.00"
"Jun 08, 2009","1,450.84",99.47,--,"95,400,000.00"
"Jun 05, 2009","1,454.46",99.70,--,"95,400,000.00"
"Jun 04, 2009","1,465.36",100.43,--,"95,400,000.00"
"Jun 03, 2009","1,473.11",100.98,--,"95,400,000.00"
"Jun 02, 2009","1,468.23",100.63,--,"95,400,000.00"
"Jun 01, 2009","1,463.14",100.32,0.31,"95,400,000.00"
"May 29, 2009","1,473.36",101.29,--,"95,400,000.00"
"May 28, 2009","1,459.45",100.22,--,"95,400,000.00"
"May 27, 2009","1,459.17",100.24,--,"95,200,000.00"
"May 26, 2009","1,467.84",100.85,--,"95,200,000.00"
"May 22, 2009","1,470.29",101.01,--,"95,200,000.00"
"May 21, 2009","1,473.27",101.26,--,"95,200,000.00"
"May 20, 2009","1,479.27",101.65,--,"95,200,000.00"
"May 19, 2009","1,474.10",101.32,--,"95,200,000.00"
"May 18, 2009","1,472.04",101.22,--,"95,200,000.00"
"May 15, 2009","1,475.24",101.48,--,"95,200,000.00"
"May 14, 2009","1,474.57",101.46,--,"95,200,000.00"
"May 13, 2009","1,475.18",101.52,--,"95,200,000.00"
"May 12, 2009","1,472.00",101.24,--,"95,200,000.00"
"May 11, 2009","1,470.99",101.13,--,"95,200,000.00"
"May 08, 2009","1,464.67",100.68,--,"95,200,000.00"
"May 07, 2009","1,463.37",100.61,--,"95,200,000.00"
"May 06, 2009","1,466.67",100.91,--,"94,900,000.00"
"May 05, 2009","1,464.59",100.76,--,"94,900,000.00"
"May 04, 2009","1,462.82",100.59,--,"94,900,000.00"
"May 01, 2009","1,460.90",100.45,0.33,"94,900,000.00"
"Apr 30, 2009","1,462.75",100.94,--,"94,900,000.00"
"Apr 29, 2009","1,460.40",100.80,--,"94,900,000.00"
"Apr 28, 2009","1,462.39",100.97,--,"94,900,000.00"
"Apr 27, 2009","1,465.35",101.21,--,"94,900,000.00"
"Apr 24, 2009","1,460.68",100.89,--,"94,900,000.00"
"Apr 23, 2009","1,462.03",101.00,--,"94,900,000.00"
"Apr 22, 2009","1,459.57",100.83,--,"95,100,000.00"
"Apr 21, 2009","1,461.93",101.00,--,"95,100,000.00"
"Apr 20, 2009","1,464.60",101.21,--,"95,300,000.00"
"Apr 17, 2009","1,459.68",100.86,--,"95,300,000.00"
"Apr 16, 2009","1,464.18",101.21,--,"95,300,000.00"
"Apr 15, 2009","1,466.25",101.36,--,"95,300,000.00"
"Apr 14, 2009","1,464.20",101.21,--,"95,300,000.00"
"Apr 13, 2009","1,460.02",100.84,--,"95,300,000.00"
"Apr 09, 2009","1,454.04",100.42,--,"95,600,000.00"
"Apr 08, 2009","1,456.15",100.59,--,"95,600,000.00"
"Apr 07, 2009","1,452.31",100.35,--,"95,600,000.00"
"Apr 06, 2009","1,449.98",100.15,--,"95,900,000.00"
"Apr 03, 2009","1,449.82",100.15,--,"96,500,000.00"
"Apr 02, 2009","1,455.29",100.55,--,"96,500,000.00"
"Apr 01, 2009","1,457.52",100.73,0.35,"96,500,000.00"
"Mar 31, 2009","1,455.79",100.94,--,"96,500,000.00"
"Mar 30, 2009","1,454.07",100.83,--,"96,500,000.00"
"Mar 27, 2009","1,452.38",100.65,--,"96,500,000.00"
"Mar 26, 2009","1,452.33",100.63,--,"97,100,000.00"
"Mar 25, 2009","1,449.32",100.39,--,"97,100,000.00"
"Mar 24, 2009","1,452.51",100.66,--,"97,100,000.00"
"Mar 23, 2009","1,450.73",100.59,--,"97,100,000.00"
"Mar 20, 2009","1,451.05",100.60,--,"97,100,000.00"
"Mar 19, 2009","1,452.35",100.67,--,"97,100,000.00"
"Mar 18, 2009","1,453.99",100.74,--,"97,100,000.00"
"Mar 17, 2009","1,434.84",99.44,--,"96,700,000.00"
"Mar 16, 2009","1,436.94",99.59,--,"96,700,000.00"
"Mar 13, 2009","1,438.91",99.74,--,"96,700,000.00"
"Mar 12, 2009","1,438.91",99.83,--,"96,500,000.00"
"Mar 11, 2009","1,437.43",99.72,--,"96,500,000.00"
"Mar 10, 2009","1,434.72",99.63,--,"96,500,000.00"
"Mar 09, 2009","1,436.82",99.80,--,"96,500,000.00"
"Mar 06, 2009","1,440.78",100.09,--,"96,500,000.00"
"Mar 05, 2009","1,442.25",100.18,--,"96,500,000.00"
"Mar 04, 2009","1,435.36",99.66,--,"96,500,000.00"
"Mar 03, 2009","1,439.47",99.94,--,"96,500,000.00"
"Mar 02, 2009","1,440.85",100.06,0.33,"96,500,000.00"
"Feb 27, 2009","1,435.83",100.06,--,"96,500,000.00"
"Feb 26, 2009","1,436.25",100.19,--,"96,500,000.00"
"Feb 25, 2009","1,437.09",100.29,--,"96,500,000.00"
"Feb 24, 2009","1,443.48",100.68,--,"96,500,000.00"
"Feb 23, 2009","1,444.99",100.75,--,"96,500,000.00"
"Feb 20, 2009","1,445.78",100.79,--,"96,500,000.00"
"Feb 19, 2009","1,443.26",100.59,--,"96,500,000.00"
"Feb 18, 2009","1,449.51",101.04,--,"96,500,000.00"
"Feb 17, 2009","1,454.43",101.40,--,"96,500,000.00"
"Feb 13, 2009","1,445.67",100.75,--,"96,500,000.00"
"Feb 12, 2009","1,453.20",101.31,--,"96,500,000.00"
"Feb 11, 2009","1,451.27",101.17,--,"96,500,000.00"
"Feb 10, 2009","1,447.54",100.92,--,"96,500,000.00"
"Feb 09, 2009","1,437.73",100.26,--,"95,800,000.00"
"Feb 06, 2009","1,436.98",100.23,--,"95,800,000.00"
"Feb 05, 2009","1,439.71",100.37,--,"95,800,000.00"
"Feb 04, 2009","1,438.83",100.29,--,"95,800,000.00"
"Feb 03, 2009","1,442.05",100.50,--,"95,800,000.00"
"Feb 02, 2009","1,447.27",100.89,0.37,"95,800,000.00"
"Jan 30, 2009","1,441.27",100.81,--,"95,800,000.00"
"Jan 29, 2009","1,442.05",100.89,--,"95,700,000.00"
"Jan 28, 2009","1,449.07",101.32,--,"95,700,000.00"
"Jan 27, 2009","1,453.56",101.68,--,"95,700,000.00"
"Jan 26, 2009","1,447.82",101.25,--,"95,700,000.00"
"Jan 23, 2009","1,447.08",101.27,--,"95,700,000.00"
"Jan 22, 2009","1,447.93",101.40,--,"95,700,000.00"
"Jan 21, 2009","1,448.68",101.69,--,"95,700,000.00"
"Jan 20, 2009","1,457.03",102.24,--,"95,700,000.00"
"Jan 16, 2009","1,459.33",102.36,--,"95,700,000.00"
"Jan 15, 2009","1,462.65",102.61,--,"95,700,000.00"
"Jan 14, 2009","1,464.02",102.64,--,"95,700,000.00"
"Jan 13, 2009","1,462.02",102.48,--,"95,700,000.00"
"Jan 12, 2009","1,463.38",102.58,--,"95,700,000.00"
"Jan 09, 2009","1,459.43",102.29,--,"95,700,000.00"
"Jan 08, 2009","1,457.44",102.23,--,"95,700,000.00"
"Jan 07, 2009","1,455.70",102.05,--,"95,700,000.00"
"Jan 06, 2009","1,451.85",101.77,--,"95,400,000.00"
"Jan 05, 2009","1,447.27",101.50,--,"93,600,000.00"
"Jan 02, 2009","1,446.47",101.49,--,"93,400,000.00"
"Dec 31, 2008","1,454.10",101.95,--,"93,400,000.00"
"Dec 30, 2008","1,458.05",102.15,--,"93,400,000.00"
"Dec 29, 2008","1,455.43",101.98,0.38,"93,200,000.00"
"Dec 26, 2008","1,452.93",102.17,--,"93,200,000.00"
"Dec 24, 2008","1,450.32",101.99,--,"93,000,000.00"
"Dec 23, 2008","1,450.19",101.94,--,"93,000,000.00"
"Dec 22, 2008","1,451.29",102.01,--,"93,000,000.00"
"Dec 19, 2008","1,452.02",102.10,--,"93,000,000.00"
"Dec 18, 2008","1,453.21",102.13,--,"93,000,000.00"
"Dec 17, 2008","1,447.31",101.76,--,"93,000,000.00"
"Dec 16, 2008","1,438.46",101.24,--,"93,000,000.00"
"Dec 15, 2008","1,430.27",100.74,--,"93,000,000.00"
"Dec 12, 2008","1,427.85",100.50,--,"93,000,000.00"
"Dec 11, 2008","1,426.60",100.41,--,"93,000,000.00"
"Dec 10, 2008","1,423.39",100.18,--,"93,000,000.00"
"Dec 09, 2008","1,420.31",99.98,--,"93,000,000.00"
"Dec 08, 2008","1,414.40",99.62,--,"93,000,000.00"
"Dec 05, 2008","1,414.75",99.68,--,"93,000,000.00"
"Dec 04, 2008","1,418.14",99.93,--,"93,000,000.00"
"Dec 03, 2008","1,411.53",99.61,--,"93,000,000.00"
"Dec 02, 2008","1,410.80",99.60,--,"93,000,000.00"
"Dec 01, 2008","1,408.88",99.59,0.40,"93,000,000.00"
"Nov 28, 2008","1,401.80",99.31,--,"93,000,000.00"
"Nov 26, 2008","1,401.38",99.21,--,"93,000,000.00"
"Nov 25, 2008","1,399.42",99.05,--,"93,000,000.00"
"Nov 24, 2008","1,382.24",98.03,--,"93,000,000.00"
"Nov 21, 2008","1,384.74",98.30,--,"93,500,000.00"
"Nov 20, 2008","1,384.51",98.41,--,"93,500,000.00"
"Nov 19, 2008","1,382.04",98.04,--,"93,500,000.00"
"Nov 18, 2008","1,380.95",97.85,--,"93,500,000.00"
"Nov 17, 2008","1,380.46",97.58,--,"93,500,000.00"
"Nov 14, 2008","1,380.23",97.52,--,"93,500,000.00"
"Nov 13, 2008","1,378.83",97.35,--,"93,500,000.00"
"Nov 12, 2008","1,387.35",97.76,--,"93,500,000.00"
"Nov 11, 2008",--,97.39,--,"93,500,000.00"
"Nov 10, 2008","1,382.55",97.38,--,"93,500,000.00"
"Nov 07, 2008","1,378.60",97.11,--,"94,000,000.00"
"Nov 06, 2008","1,381.83",97.29,--,"94,000,000.00"
"Nov 05, 2008","1,383.17",97.28,--,"94,000,000.00"
"Nov 04, 2008","1,376.42",96.76,--,"94,000,000.00"
"Nov 03, 2008","1,362.97",95.87,0.40,"94,000,000.00"
"Oct 31, 2008","1,357.61",95.92,--,"94,000,000.00"
"Oct 30, 2008","1,359.63",95.95,--,"94,000,000.00"
"Oct 29, 2008","1,360.75",96.05,--,"94,000,000.00"
"Oct 28, 2008","1,361.23",96.12,--,"94,600,000.00"
"Oct 27, 2008","1,367.15",96.51,--,"94,700,000.00"
"Oct 24, 2008","1,372.79",96.96,--,"94,700,000.00"
"Oct 23, 2008","1,384.94",97.79,--,"94,700,000.00"
"Oct 22, 2008","1,382.76",97.64,--,"94,700,000.00"
"Oct 21, 2008","1,380.97",97.50,--,"94,700,000.00"
"Oct 20, 2008","1,369.12",96.78,--,"94,700,000.00"
"Oct 17, 2008","1,363.05",96.34,--,"95,300,000.00"
"Oct 16, 2008","1,365.18",96.58,--,"95,300,000.00"
"Oct 15, 2008","1,362.75",96.38,--,"95,300,000.00"
"Oct 14, 2008","1,364.11",96.31,--,"95,900,000.00"
"Oct 13, 2008",--,97.01,--,"95,900,000.00"
"Oct 10, 2008","1,371.60",96.99,--,"95,900,000.00"
"Oct 09, 2008","1,378.08",97.48,--,"96,100,000.00"
"Oct 08, 2008","1,390.25",98.15,--,"96,100,000.00"
"Oct 07, 2008","1,403.11",99.02,--,"96,600,000.00"
"Oct 06, 2008","1,409.05",99.46,--,"96,600,000.00"
"Oct 03, 2008","1,399.24",98.66,--,"96,600,000.00"
"Oct 02, 2008","1,397.63",98.54,--,"96,600,000.00"
"Oct 01, 2008","1,393.52",98.26,0.39,"96,600,000.00"
"Sep 30, 2008","1,390.43",98.44,--,"96,600,000.00"
"Sep 29, 2008","1,408.09",99.62,--,"96,900,000.00"
"Sep 26, 2008","1,397.06",98.72,--,"96,900,000.00"
"Sep 25, 2008","1,399.15",98.99,--,"96,900,000.00"
"Sep 24, 2008","1,404.66",99.39,--,"99,000,000.00"
"Sep 23, 2008","1,402.26",99.22,--,"99,000,000.00"
"Sep 22, 2008","1,404.42",99.40,--,"98,100,000.00"
"Sep 19, 2008","1,405.88",99.49,--,"97,000,000.00"
"Sep 18, 2008","1,415.82",100.32,--,"97,000,000.00"
"Sep 17, 2008","1,420.83",100.61,--,"96,500,000.00"
"Sep 16, 2008","1,423.90",100.92,--,"96,500,000.00"
"Sep 15, 2008","1,429.27",101.27,--,"96,500,000.00"
"Sep 12, 2008","1,421.93",100.86,--,"96,500,000.00"
"Sep 11, 2008","1,428.12",101.31,--,"96,500,000.00"
"Sep 10, 2008","1,428.13",101.30,--,"96,500,000.00"
"Sep 09, 2008","1,430.25",101.46,--,"96,500,000.00"
"Sep 08, 2008","1,429.46",101.33,--,"96,500,000.00"
"Sep 05, 2008","1,418.02",100.54,--,"96,500,000.00"
"Sep 04, 2008","1,420.30",100.71,--,"96,500,000.00"
"Sep 03, 2008","1,416.44",100.43,--,"96,500,000.00"
"Sep 02, 2008","1,413.59",100.21,0.39,"95,800,000.00"
"Aug 29, 2008","1,409.36",100.30,--,"95,800,000.00"
"Aug 28, 2008","1,409.71",100.38,--,"95,800,000.00"
"Aug 27, 2008","1,410.03",100.41,--,"95,500,000.00"
"Aug 26, 2008","1,408.17",100.29,--,"95,500,000.00"
"Aug 25, 2008","1,407.27",100.23,--,"95,500,000.00"
"Aug 22, 2008","1,402.13",99.87,--,"95,300,000.00"
"Aug 21, 2008","1,403.86",100.01,--,"95,300,000.00"
"Aug 20, 2008","1,407.70",100.28,--,"95,300,000.00"
"Aug 19, 2008","1,401.84",99.83,--,"94,500,000.00"
"Aug 18, 2008","1,402.91",99.92,--,"94,200,000.00"
"Aug 15, 2008","1,401.12",99.77,--,"94,200,000.00"
"Aug 14, 2008","1,398.00",99.50,--,"94,200,000.00"
"Aug 13, 2008","1,395.31",99.31,--,"94,200,000.00"
"Aug 12, 2008","1,397.84",99.47,--,"94,200,000.00"
"Aug 11, 2008","1,392.81",99.12,--,"94,200,000.00"
"Aug 08, 2008","1,396.90",99.40,--,"94,200,000.00"
"Aug 07, 2008","1,396.63",99.34,--,"93,900,000.00"
"Aug 06, 2008","1,388.93",98.81,--,"93,900,000.00"
"Aug 05, 2008","1,393.23",99.10,--,"93,900,000.00"
"Aug 04, 2008","1,395.02",99.24,--,"93,400,000.00"
"Aug 01, 2008","1,397.31",99.41,0.40,"93,200,000.00"
"Jul 31, 2008","1,396.11",99.74,--,"93,200,000.00"
"Jul 30, 2008","1,392.42",99.46,--,"93,200,000.00"
"Jul 29, 2008","1,391.31",99.41,--,"93,200,000.00"
"Jul 28, 2008","1,393.59",99.57,--,"93,200,000.00"
"Jul 25, 2008","1,385.95",99.02,--,"93,200,000.00"
"Jul 24, 2008","1,393.58",99.53,--,"93,200,000.00"
"Jul 23, 2008","1,382.79",98.76,--,"93,200,000.00"
"Jul 22, 2008","1,383.81",98.81,--,"93,200,000.00"
"Jul 21, 2008","1,386.12",98.98,--,"92,900,000.00"
"Jul 18, 2008","1,384.35",98.90,--,"92,900,000.00"
"Jul 17, 2008","1,389.13",99.20,--,"92,900,000.00"
"Jul 16, 2008","1,399.05",99.92,--,"92,900,000.00"
"Jul 15, 2008","1,406.78",100.49,--,"92,900,000.00"
"Jul 14, 2008","1,405.43",100.38,--,"92,900,000.00"
"Jul 11, 2008","1,400.51",100.04,--,"92,900,000.00"
"Jul 10, 2008","1,408.26",100.55,--,"92,900,000.00"
"Jul 09, 2008","1,407.87",100.50,--,"92,900,000.00"
"Jul 08, 2008","1,403.30",100.20,--,"92,900,000.00"
"Jul 07, 2008","1,397.72",99.83,--,"92,900,000.00"
"Jul 03, 2008","1,395.65",99.68,--,"92,900,000.00"
"Jul 02, 2008","1,396.91",99.77,--,"92,900,000.00"
"Jul 01, 2008","1,395.48",99.69,0.38,"92,900,000.00"
"Jun 30, 2008","1,397.25",100.21,--,"92,900,000.00"
"Jun 27, 2008","1,396.35",100.14,--,"92,900,000.00"
"Jun 26, 2008","1,393.91",100.01,--,"92,900,000.00"
"Jun 25, 2008","1,389.94",99.65,--,"92,500,000.00"
"Jun 24, 2008","1,390.14",99.65,--,"92,000,000.00"
"Jun 23, 2008","1,387.06",99.40,--,"91,600,000.00"
"Jun 20, 2008","1,390.39",99.63,--,"91,600,000.00"
"Jun 19, 2008","1,387.48",99.41,--,"91,600,000.00"
"Jun 18, 2008","1,390.51",99.62,--,"91,600,000.00"
"Jun 17, 2008","1,383.87",99.16,--,"91,600,000.00"
"Jun 16, 2008","1,380.40",98.94,--,"90,800,000.00"
"Jun 13, 2008","1,379.47",98.88,--,"90,600,000.00"
"Jun 12, 2008","1,382.45",99.09,--,"90,600,000.00"
"Jun 11, 2008","1,391.24",99.71,--,"90,400,000.00"
"Jun 10, 2008","1,387.26",99.43,--,"89,900,000.00"
"Jun 09, 2008","1,396.17",100.09,--,"89,900,000.00"
"Jun 06, 2008","1,402.58",100.50,--,"89,900,000.00"
"Jun 05, 2008","1,398.00",100.16,--,"89,700,000.00"
"Jun 04, 2008","1,403.60",100.56,--,"89,700,000.00"
"Jun 03, 2008","1,406.98",100.81,--,"89,700,000.00"
"Jun 02, 2008","1,402.98",100.50,0.39,"89,700,000.00"
"May 30, 2008","1,398.38",100.56,--,"89,400,000.00"
"May 29, 2008","1,394.49",100.31,--,"89,400,000.00"
"May 28, 2008","1,399.01",100.63,--,"89,400,000.00"
"May 27, 2008","1,404.74",101.04,--,"88,900,000.00"
"May 23, 2008","1,410.58",101.46,--,"88,400,000.00"
"May 22, 2008","1,405.42",101.09,--,"88,400,000.00"
"May 21, 2008","1,412.77",101.61,--,"88,400,000.00"
"May 20, 2008","1,416.38",101.85,--,"88,400,000.00"
